epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_secs
1,0.0009984740801978985,2.031902635225868,0.4011746907537599,1.238026089937486,0.639984532095901,124.4301438331604
2,0.0009939057285945933,0.8468575728282265,0.7488653555219364,1.0768848721684179,0.625676720804331,121.33280682563782
3,0.00098632311059685,0.4891455793037017,0.8534306309513215,0.7985298593124491,0.720030935808198,120.24711990356445
4,0.0009757729755661011,0.35892640355710215,0.8954347245706149,1.0473452342612193,0.6678267594740913,122.82561755180359
5,0.000962320368593087,0.25497106859944324,0.9245350182433034,0.5929123567675124,0.808584686774942,122.52384305000305
6,0.0009460482294732421,0.19710799420209843,0.9414434457595444,1.1058064166280712,0.6929621036349575,121.74374222755432
7,0.0009270568813552756,0.17267110397184066,0.9509655602029011,1.1127140622597536,0.7037896365042536,122.71505951881409
8,0.000905463412215599,0.13074439588980263,0.9608436415413366,0.8951404367891203,0.7529002320185615,121.22836780548096
9,0.0008814009529720154,0.10128154945302457,0.9736584497641719,0.5541178641476354,0.8194122196442382,119.95643782615662
10,0.000855017856687341,0.07867426364881941,0.977930052505117,0.5106729138275207,0.837200309358082,122.6310510635376
11,0.000826476783923441,0.0651648242167132,0.9837145145501468,0.7170609425388172,0.7954369682907966,121.46061849594116
12,0.0007959536998847741,0.059188154312473096,0.9841594731689953,0.9597476573390145,0.7660479505027069,121.69441938400269
13,0.0007636367895343945,0.07119474168629836,0.9781080359526564,0.6950451471685805,0.8078112915699923,124.0992283821106
14,0.0007297252973710755,0.046735139058940486,0.9880751090148616,0.8357359346922769,0.7699149265274555,121.01341319084167
15,0.0006944282990207194,0.0405182163650862,0.9892320014238676,0.823739485233541,0.7958236658932715,121.02666020393372
16,0.0006579634122155989,0.03896238080924481,0.9909228441754917,0.7836818196994454,0.7993039443155452,126.12898349761963
17,0.0006205554551086731,0.031552663420210895,0.9914567945181099,0.596034383756373,0.8441608662026295,122.00829005241394
18,0.0005824350601949142,0.033620442873198673,0.9898549434902554,0.8421873826686863,0.7973704563031709,123.28332185745239
19,0.0005438372523852832,0.01947846739664223,0.9956394055352852,0.701650973898012,0.8263727764887858,122.12929630279541
20,0.0005049999999999999,0.016763372083809087,0.9962623476016731,0.63995683916343,0.8344934261407579,123.57933402061462
21,0.0004661627476147167,0.010862781605965474,0.9980421820770669,0.9431178596358993,0.7907965970610982,120.40190839767456
22,0.00042756493980508576,0.01395067252013844,0.9966183144967518,0.5759310228825064,0.862722351121423,122.6749997138977
23,0.0003894445448913268,0.012988527624926619,0.9968852896680609,0.6513917415232336,0.8449342614075793,121.30164813995361
24,0.000352036587784401,0.014769736595688537,0.9961733558779033,0.5944798777115022,0.8596287703016241,121.74459147453308
25,0.0003155717009792805,0.0058227626612955136,0.9991990744860728,0.5764612261369207,0.8642691415313225,121.60681676864624
26,0.00028027470262892423,0.008420085060089705,0.9983091572483759,0.5458091858563562,0.8681361175560711,122.18632578849792
27,0.0002463632104656052,0.006520613469697301,0.998843107590994,0.6660973095490945,0.8518948182521269,125.3496687412262
28,0.00021404630011522574,0.005855130692797233,0.9994660496573818,0.5389272003931345,0.8669760247486465,122.54899597167969
29,0.00018352321607655907,0.012837970513924048,0.9971522648393699,0.5695345928151876,0.8634957463263728,123.86878895759583
30,0.00015498214331265893,0.0059739437173145955,0.9990210910385334,0.6495889658808095,0.8522815158546017,125.15664100646973
31,0.00012859904702798464,0.004848315777301674,0.9991100827623031,0.5618982817234766,0.8642691415313225,120.33540558815002
32,0.00010453658778440102,0.005108688978874976,0.9992880662098425,0.5371413128891966,0.8669760247486465,122.45164084434509
33,8.294311864472433e-05,0.004410671543752974,0.9991990744860728,0.5513998153742844,0.8677494199535963,122.80177283287048
34,6.395177052675792e-05,0.0026911078427249496,0.9999110082762304,0.5732323536255921,0.8615622583139985,122.72969102859497
35,4.7679631406913044e-05,0.0026002248755435803,0.999733024828691,0.585339700219652,0.8673627223511214,123.11944007873535
36,3.422702443389899e-05,0.0022502323379240247,0.9998220165524606,0.5810410806834857,0.8592420726991493,120.79848837852478
37,2.3676889403150102e-05,0.0026196659144754734,0.9994660496573818,0.5583536978071472,0.8673627223511214,122.29881525039673
38,1.609427140540686e-05,0.0023096935238882794,0.9996440331049212,0.5690984513349736,0.8654292343387471,120.92222213745117
39,1.1525919802101659e-05,0.002077336535318563,0.9999110082762304,0.568498007388228,0.8642691415313225,120.24463748931885
40,1e-05,0.0021420037916350023,0.9998220165524606,0.5601464060256013,0.8681361175560711,121.05059814453125
