epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_secs
1,0.0009984740801978985,2.0343475265732924,0.3969030880128148,1.235590339721125,0.6365042536736272,124.50597786903381
2,0.0009939057285945933,0.8733003089104808,0.7421909762392097,0.9766173862433674,0.685614849187935,124.78127574920654
3,0.00098632311059685,0.5196535146309619,0.8444424668505829,0.8059007961069625,0.7165506573859242,123.46609044075012
4,0.0009757729755661011,0.3518534647757508,0.8988164100738631,0.7276825870503222,0.7594740912606341,122.52681016921997
5,0.000962320368593087,0.2647349926843395,0.9261368692711578,0.7385338229305137,0.7548337200309359,123.53928923606873
6,0.0009460482294732421,0.21829542301511004,0.937260834742369,0.7063224179892061,0.7617942768754834,123.19822669029236
7,0.0009270568813552756,0.15993448660404877,0.9547922043249978,0.5815741515964016,0.8074245939675174,120.51638436317444
8,0.000905463412215599,0.14392385769778324,0.9577289312093975,1.169504277829487,0.6968290796597061,121.72963976860046
9,0.0008814009529720154,0.10623114816317347,0.9687639049568391,0.656089823125456,0.7791956689868523,119.37293529510498
10,0.000855017856687341,0.08499880140761501,0.9756162676871051,0.7964711908686096,0.7811291569992266,120.90393495559692
11,0.000826476783923441,0.0779300231554189,0.977663077333808,0.7592599007113039,0.7838360402165506,121.87811541557312
12,0.0007959536998847741,0.06929937597270366,0.9802438373231289,1.3405007455639875,0.7041763341067285,124.79125761985779
13,0.0007636367895343945,0.07645401976557721,0.9787309780190442,0.5306176130857235,0.8414539829853055,120.7240059375763
14,0.0007297252973710755,0.053110657408508614,0.9860282993681587,0.7010926042203716,0.8151585460170147,123.09338068962097
15,0.0006944282990207194,0.03528566554101207,0.9916347779656493,1.635315268963852,0.6786542923433875,120.18242859840393
16,0.0006579634122155989,0.04599067455133934,0.9880751090148616,0.6299208291458385,0.8259860788863109,122.61764121055603
17,0.0006205554551086731,0.02876332013157431,0.9930586455459642,0.5902387409490153,0.8344934261407579,121.7876398563385
18,0.0005824350601949142,0.02676396372698959,0.9931476372697339,0.6462989187524247,0.8275328692962104,122.38278555870056
19,0.0005438372523852832,0.028432439208425874,0.9931476372697339,0.9302959549032449,0.7594740912606341,120.67987298965454
20,0.0005049999999999999,0.03166429211037535,0.9911898193468007,0.7696204326321143,0.8217324052590874,122.12200593948364
21,0.0004661627476147167,0.028881732750704908,0.9927916703746552,0.5612938693138985,0.8426140757927301,119.13363480567932
22,0.00042756493980508576,0.015821771617308147,0.9966183144967518,0.6748115470325351,0.8364269141531323,119.38396787643433
23,0.0003894445448913268,0.016126703983806806,0.9963513393254427,0.6158035127653474,0.8464810518174787,123.02512502670288
24,0.000352036587784401,0.011423451529597487,0.9975972234582184,0.5584746002413947,0.8480278422273781,120.87047576904297
25,0.0003155717009792805,0.014696338310866919,0.9969742813918305,0.5580704163784751,0.8522815158546017,119.64997744560242
26,0.00028027470262892423,0.00893901553286109,0.9982201655246062,0.6025006728955744,0.8472544470224285,121.78549575805664
27,0.0002463632104656052,0.006822524857330632,0.9992880662098425,0.5807756275677017,0.8646558391337974,120.12230777740479
28,0.00021404630011522574,0.008210808877125641,0.9982201655246062,0.6318220135337852,0.8406805877803558,124.30228328704834
29,0.00018352321607655907,0.007173135804508538,0.9989320993147637,0.6562435373828205,0.8499613302397525,120.95989966392517
30,0.00015498214331265893,0.0042462908829071465,0.9995550413811516,0.5989976601264984,0.8615622583139985,122.87625050544739
31,0.00012859904702798464,0.0044328037412066194,0.9994660496573818,0.5838227729045874,0.8580819798917246,122.61265659332275
32,0.00010453658778440102,0.0038620151547968514,0.9995550413811516,0.6348736766005025,0.8604021655065739,124.50247931480408
33,8.294311864472433e-05,0.004116381164520841,0.9990210910385334,0.565743938281161,0.8634957463263728,121.76723074913025
34,6.395177052675792e-05,0.003811258270781591,0.9999110082762304,0.5989130321637207,0.8561484918793504,121.61815476417542
35,4.7679631406913044e-05,0.0028284755268187553,0.9996440331049212,0.6231928618224443,0.851508120649652,120.88643741607666
36,3.422702443389899e-05,0.0026802520711985073,0.999733024828691,0.617138158410692,0.851508120649652,122.02372241020203
37,2.3676889403150102e-05,0.002566325860208235,0.999733024828691,0.6287682935702114,0.8518948182521269,123.57819199562073
38,1.609427140540686e-05,0.0025934445120750944,0.9998220165524606,0.6084238846872315,0.8565351894818252,124.31967854499817
39,1.1525919802101659e-05,0.0027359850984431397,0.9994660496573818,0.6154341204923395,0.8557617942768755,121.7047221660614
40,1e-05,0.0025368884720896666,0.9996440331049212,0.6104934833032093,0.8557617942768755,121.69266080856323
